,column_name,shap_importance
397,"Bilirubin, Total",0.0038689556531608105
540,H,0.003864968428388238
1075,BiPap IPAP,0.003803681582212448
137,Diltiazem,0.003742270404472947
85,Amiodarone,0.0037039367016404867
1317,Discharge needs,0.003630273509770632
1430,Flow Rate (L/min),0.0036267798859626055
1454,GI #1 Tube Mark (CM),0.003607627237215638
1014,Anxiety,0.0036043431609869003
657,Monocytes,0.003553591435775161
2885,Vancomycin (Random),0.003545752726495266
381,Bands,0.003532739821821451
2096,PAEDP,0.003515759715810418
2907,Vti High,0.003512550378218293
1979,Minute Volume Alarm - High,0.0033796539064496756
1661,Impaired Skin Depth #1,0.0032530773896723986
587,Hyaline Casts,0.003248410765081644
659,Myelocytes,0.0031913931015878916
170,Gastric Meds,0.0031809539068490267
1126,CK (CPK),0.0031257576774805784
1943,MDI #1 Puff,0.003100388450548053
2888,Vaulables Checklist,0.0030983162578195333
2099,PAR-Activity,0.0030975076369941235
1380,Epidural Infusion Rate (mL/hr),0.003096061060205102
2766,Temporary Pacemaker Wires Venticular,0.0030946501065045595
2667,Stool Guaiac QC,0.003082008333876729
281,Phenylephrine (50/250),0.0030005245935171843
176,Haloperidol (Haldol),0.0029014330357313156
713,Protein,0.0028784850146621466
515,Ferritin,0.002810769947245717
2110,PCA basal rate (mL/hour),0.0026800099294632673
2685,Subglottal Suctioning,0.002677986631169915
29,Jackson Pratt #2,0.0026670193765312433
955,Acuity Workload Question 2,0.0026556106749922037
287,Potassium Chloride,0.002628717105835676
326,Vitamin K (Phytonadione),0.002617758698761463
1404,Feeding Weight,0.0025627282448112965
2855,Unable to assess pain,0.0025326539762318134
313,Thiamine,0.00244968687184155
168,GT Flush,0.002447515958920121
674,"Osmolality, Measured",0.0024295386392623186
737,Required O2,0.002392678754404187
1902,Ionized Calcium,0.002341782208532095
1574,INR,0.0023300598841160536
112,Ceftriaxone,0.0022771127987653017
1981,Mixed Venous O2% Sat,0.002266881987452507
1926,Legal Guardian,0.002172913635149598
604,Iron,0.002170453080907464
1910,LDL calculated,0.0021268525160849094
1078,BiPap O2 Flow,0.002112247049808502
0,gender,0.002105619991198182
231,Multivitamins,0.00209854356944561
2265,Pressure Ulcer #1- Width,0.002088672248646617
2671,Strength R Arm,0.0020575167145580053
1124,CHG Bath,0.001995593076571822
222,Meropenem,0.0019738071132451296
1875,Indwelling Port (PortaCath) placed in outside facility,0.001920844428241253
495,Epithelial Cells,0.0019053688738495111
2095,PA Line cm Mark,0.0019016131991520524
360,Amylase_x,0.0018928509671241045
208,Labetalol,0.0018734870245680213
846,eAG,0.0018709664000198245
1110,CAM-ICU Disorganized thinking,0.0018613151041790843
2585,See chart for initial patient assessment,0.001834833761677146
1263,Cough/Deep Breath,0.001816876232624054
2052,"OCAT - Saliva secretions, Voice quality",0.0017560599371790886
89,Ampicillin/Sulbactam (Unasyn),0.0017542336136102676
61,Straight Cath,0.0017410675063729286
1873,Indwelling Port (PortaCath) Power Port,0.001738067134283483
675,"Osmolality, Urine",0.001675900537520647
942,Activated Clotting Time,0.0016666814917698503
2324,Pressure ulcer #1- Length,0.0016497726319357753
1046,Arterial O2 Saturation,0.001607067883014679
2312,Pressure Ulcer Stage #2,0.001586621394380927
2566,ST Segment Monitoring On,0.0015698621282353997
225,Metronidazole,0.0015426402678713202
64,Suprapubic,0.0014498271048069
2103,PAR-Remain sedated,0.0014469452435150743
1133,CO2 production,0.0014450697926804423
145,Epinephrine,0.0014422767562791705
2059,Orientation to Person,0.001434452598914504
1099,Brain Natiuretic Peptide (BNP),0.0014161133440211415
21,GU Irrigant/Urine Volume Out,0.0014022309333086014
306,Sodium Bicarbonate 8.4%,0.0013891990529373288
246,Nitroprusside,0.0013838240411132574
1376,Emotional / physical / sexual harm by partner or close relation,0.0013736700639128685
386,Basophils,0.001329851453192532
1274,Current Dyspnea Assessment,0.0013174769701436162
2854,Unable to assess nutrition / education,0.0012822685530409217
181,Hydralazine,0.0012783403508365154
940,Access Pressure,0.001277203089557588
782,"Total Nucleated Cells, Other",0.0012673184974119067
1537,History of falling (within 3 mnths),0.0012450331123545766
1894,Intra Cranial Pressure,0.0012341018300503492
39,Nasogastric,0.001210381742566824
54,R Nephrostomy,0.0012009360361844301
2138,PO2 (Mixed Venous),0.001195652293972671
537,Granular Casts,0.001180191058665514
2612,Shivering Assessment,0.0011592032387852669
887,22 Gauge placed in outside facility,0.001148187555372715
1898,Intra Cranial Pressure Alarm - High,0.0011477525113150477
658,Monos,0.001144704525358975
1538,History of slips / falls,0.0011419682996347547
2722,TCO2 (calc) Venous,0.001125385402701795
2461,RCexp (Measured Time Constant),0.0011236063437536359
25,Ileoconduit,0.001120661268942058
1138,CPOT-Body Movements (CPOTb),0.001107606920413673
1474,GI Guaiac QC,0.0010962866945192218
1044,Arterial Line Zero/Calibrate,0.0010891887359321117
738,"Reticulocyte Count, Absolute",0.0010844580829143524
2582,Secondary diagnosis,0.0010835037101060152
20,GU Irrigant Volume In,0.0010680158156901598
407,C-Reactive Protein,0.001046746619977057
966,Alarms On,0.001044433331117034
829,Vancomycin_y,0.001042317715473473
2047,O2 Flow (additional cannula),0.0010092640295624733
2274,Pressure Ulcer #2- Width,0.0009583558421581984
1302,Differential-Basos,0.0009568605455569923
757,"Sodium, Urine",0.0009521300671622157
320,Vancomycin_x,0.0009318954544141889
307,Sodium Bicarbonate 8.4% (Amp),0.0009280110243707895
1128,CK-MB fraction (%),0.0009211822180077434
234,NaCl 0.45%,0.0008959129918366671
1146,CPOT-Vocalization (CPOTb),0.0008952739299274981
16,Emesis,0.0008915440994314849
1180,Called Out,0.0008907918818295002
595,Immunoglobulin A,0.0008869346347637475
33,L Nephrostomy,0.0008828511345200241
706,"Potassium, Urine",0.0008787540718913078
935,Absolute Count - Eos,0.0008697369485162199
2126,PH (dipstick),0.0008666408830322325
2906,Volume Out (PD),0.0008565752650611103
166,Furosemide (Lasix),0.0008399662910960615
704,Polys,0.0008375143515877426
776,Tidal Volume,0.0008139372803270817
633,Lymphs,0.0008124052546918392
1308,Digoxin_y,0.0008019632659852505
1350,ETT Re-taped,0.000799738394562155
2778,Tidal Volume (set),0.0007850989932194352
1993,Multi Lumen Dressing Occlusive,0.0007704035378992558
118,Clindamycin,0.0007681716815568507
311,TPN without Lipids,0.0007587266154587269
1087,Blood Temperature CCO (C),0.0007320306031033397
257,OR FFP Intake,0.0007269070483744144
787,"Total Protein, Pleural",0.00070434738881886
396,"Bilirubin, Indirect",0.0006937173311598599
937,Absolute Count - Monos,0.0006675617187283933
2851,Unable to assess activity / mobility,0.0006529234815388918
60,Stool,0.0006484584300778806
136,Dilantin,0.0005993874510750175
228,Milrinone,0.0005967934266664088
692,Phenytoin,0.0005921321571804583
1214,Chloride (whole blood),0.0005752823199145496
155,Famotidine (Pepcid),0.0005689470563083887
911,ART Blood Pressure Alarm - High,0.0005647856742143631
42,Oral Gastric,0.0005646963836625218
79,Albumin 5%,0.0005557735566981137
329,% Hemoglobin A1c,0.0005387822748161852
2646,Specific Gravity (urine),0.0005288070533424616
1137,CPOT-Body Movements (CPOTa),0.0005220011807978153
908,ART BP Diastolic,0.0005218479782342911
1088,Blood Transfusion Consent,0.0005123598384670913
134,Diazepam (Valium),0.0005056075169704854
236,NaCl 23.4%,0.0004953190218657255
342,Absolute Neutrophil Count_x,0.0004944001557305455
1950,Manual Blood Pressure Diastolic Left,0.0004893015720881522
482,D-Dimer_x,0.00048373278696089983
441,CK-MB Index,0.0004764047625940293
121,Cryoprecipitate,0.00047233610530383885
745,STX3,0.00047025614185258746
685,PEEP,0.0004569939337670803
592,Immature Granulocytes,0.00043803983135148883
138,Dobutamine,0.0004240240959916264
271,Packed Red Blood Cells,0.00042357074562460184
305,Rocuronium,0.0004234251391608268
191,Insulin - Humalog,0.0004153424524702132
150,Erythromycin,0.0004026374372188002
938,Absolute Count - Neuts,0.00038793394924141467
260,Octreotide,0.00038376354495994747
881,20 Gauge placed in the field,0.00037747921305708587
2261,Pressure Ulcer #1- Depth,0.0003697833453770727
284,Piperacillin/Tazobactam (Zosyn),0.0003558230528142303
66,TF Residual,0.0003508146037347615
1030,Arctic Sun/Alsius Temp #1 C,0.00032779944012872875
1402,Family Meeting,0.00032404789817519486
335,Absolute Basophil Count,0.00032038617064245045
1031,Arctic Sun/Alsius Temp #2 C,0.0003157394821755588
1028,Arctic Sun Water Temp,0.00030567217618227005
2000,Multi Lumen placed in outside facility,0.0002989692147821188
1112,CAM-ICU MS Change,0.00029145661392249167
494,Eosinophils,0.00029025040566921234
866,16 Gauge placed in outside facility,0.0002878747181966901
2228,Pminimum,0.00028299790574237704
86,Amiodarone 450/250,0.0002731561253312975
212,Lidocaine,0.00025932182325050235
96,Bactrim (SMX/TMP),0.0002547908516135067
210,Levetiracetam (Keppra),0.00022976528271101415
2251,Presep Catheter Dressing Occlusive,0.0002227572986157611
395,"Bilirubin, Direct",0.0002088486508000642
10,Chest Tube #2,0.00020497084187809378
1061,BIS Index Range,0.00019804827752523124
557,Haptoglobin,0.00019404433260206133
211,Levofloxacin,0.0001936508488142863
1525,Hematocrit (whole blood - calc),0.00019283195433672518
2439,Pulmonary Artery Pressure diastolic,0.00018409201584290713
140,Doxycycline,0.00017601621220819652
91,Argatroban,0.00016823882469907403
1309,Direct Bilirubin,0.0001656607782933861
70,Wound Vac #1,0.0001644474541535601
101,Calcium Chloride,0.0001608364109415561
874,18 Gauge placed in the field,0.0001448889379389584
2852,Unable to assess cognitive / perceptual,0.0001380731991957873
2058,Orientation,0.00012964352208655328
5,Cerebral Subdural #1,0.00011548845213837922
1064,Back Care,0.00011048909072997048
114,Ciprofloxacin,6.0382619267329574e-05
129,Dextrose 10%,4.9598751502344385e-05
2089,PA Catheter Line Tip Cultured,0.0
2087,PA Catheter Discontinued,0.0
1703,Impaired Skin Odor #2,0.0
2044,Nutrition NCP - Body needs,0.0
2084,P1 Alarm - High,0.0
1712,Impaired Skin Site #10,0.0
2085,P1 Alarm - Low,0.0
1704,Impaired Skin Odor #3,0.0
2086,P2 (ECMO),0.0
2045,O2 Delivery Device(s),0.0
1710,Impaired Skin Odor #9,0.0
2029,No Pressure Injury Present,0.0
1711,Impaired Skin Site #1,0.0
2026,Neurological Symptoms,0.0
2043,Nutrition  NCP - outcomes met,0.0
1695,Impaired Skin Length #4,0.0
2090,PA Catheter Placement Confirmed by X-ray,0.0
1709,Impaired Skin Odor #8,0.0
1694,Impaired Skin Length #3,0.0
2028,Nitric Oxide Tank Pressure,0.0
2088,PA Catheter Dressing Occlusive,0.0
2041,Nutrition  NCP - Plan revised,0.0
2027,Nitric Oxide,0.0
2056,Oral Cavity,0.0
1708,Impaired Skin Odor #7,0.0
2036,Non-Violent Restraints Ordered,0.0
2035,Non-Violent Restraints,0.0
2039,Nutrition  NCP - Goal,0.0
2066,Orthostatic BPs sitting,0.0
2053,OCAT - Swallow,0.0
2065,Orthostatic BPs lying,0.0
2064,Orthostatic BPd standing,0.0
1696,Impaired Skin Length #5,0.0
2063,Orthostatic BPd sitting,0.0
2062,Orthostatic BPd lying,0.0
2054,OCAT - Teeth,0.0
2068,Orthostatic HR lying,0.0
1697,Impaired Skin Length #6,0.0
1706,Impaired Skin Odor #5,0.0
2037,Nutrition,0.0
2057,Orient/Clouding Sensory,0.0
1698,Impaired Skin Length #7,0.0
1699,Impaired Skin Length #8,0.0
2055,Oral Care,0.0
1700,Impaired Skin Length #9,0.0
2038,Nutrition  NCP - Expected outcomes,0.0
2067,Orthostatic BPs standing,0.0
2042,Nutrition  NCP - Problem resolved,0.0
2083,P1 - P2 (ECMO),0.0
2076,Oxygenator Sweep Rate,0.0
2082,P1 (ECMO),0.0
2081,P Low (APRV),0.0
2080,P High (APRV),0.0
2048,O2 Saturation Pulseoxymetry Alarm - High,0.0
2079,Oxygenator/ECMO,0.0
1702,Impaired Skin Odor #10,0.0
2078,Oxygenator visible (ECMO),0.0
2077,Oxygenator visible (CH),0.0
1701,Impaired Skin Odor #1,0.0
1707,Impaired Skin Odor #6,0.0
2040,Nutrition  NCP - Interventions,0.0
2075,OxygenScore_ApacheIV,0.0
2074,OxygenApacheIIScore,0.0
2073,Ostomy Care,0.0
2072,Ostomy Appearance,0.0
2071,Ostomy,0.0
2051,OCAT - Lips Tongue Gums Palate,0.0
2070,Orthostatic HR standing,0.0
2069,Orthostatic HR sitting,0.0
1705,Impaired Skin Odor #4,0.0
1805,Incision #7- Location,0.0
1684,Impaired Skin Drainage Amount #3,0.0
2091,PA Catheter Site Appear,0.0
1652,Impaired Skin Cleanse #10,0.0
2159,Pain NCP - Expected outcomes,0.0
2158,Pain Management,0.0
2157,Pain Location,0.0
2155,Pain Level Acceptable,0.0
1653,Impaired Skin Cleanse #2,0.0
1654,Impaired Skin Cleanse #3,0.0
1655,Impaired Skin Cleanse #4,0.0
2153,Pain Controlled,0.0
1656,Impaired Skin Cleanse #5,0.0
2152,Pain Control,0.0
2151,Pain Cause,0.0
1657,Impaired Skin Cleanse #6,0.0
1658,Impaired Skin Cleanse #7,0.0
1659,Impaired Skin Cleanse #8,0.0
1660,Impaired Skin Cleanse #9,0.0
2150,Pain Assessment Method,0.0
2149,Pad Change/Hour,0.0
1662,Impaired Skin Depth #10,0.0
1663,Impaired Skin Depth #2,0.0
1664,Impaired Skin Depth #3,0.0
1665,Impaired Skin Depth #4,0.0
1666,Impaired Skin Depth #5,0.0
2147,PT Splint Status #4,0.0
1667,Impaired Skin Depth #6,0.0
2146,PT Splint Status #3,0.0
2145,PT Splint Status #2,0.0
2144,PT Splint Status #1,0.0
2160,Pain NCP - Goal,0.0
2161,Pain NCP - Interventions,0.0
2142,PT Splint Location #3,0.0
2162,Pain NCP - Outcomes met,0.0
1646,Impaired Skin #9- Dressing Status,0.0
2184,Patient/Family Informed_V1,0.0
1647,Impaired Skin #9- Location,0.0
2183,Patient/Family Informed,0.0
2182,Patient on Veletri,0.0
2181,Patient Behavior During Application,0.0
2180,Past medical history,0.0
2179,Passive Leg Raise Performed,0.0
2178,Passey Muir Valve in use,0.0
2177,Part Alarm (Hi) (CH),0.0
2176,Part 2 Question,0.0
2175,Part 1 Question,0.0
2174,Part (CH),0.0
2173,Paroxysmal Sweats,0.0
2171,Palliative Care NCP - Problem resolved,0.0
2170,Palliative Care NCP - Plan revised,0.0
1648,Impaired Skin #9- Treatment,0.0
2169,Palliative Care NCP - Interventions,0.0
1649,Impaired Skin #9- Type,0.0
2168,Palliative Care NCP - Expected outcomes,0.0
2167,Pain control old,0.0
1650,Impaired Skin - Dressing Status  #4,0.0
2166,Pain Type,0.0
2165,Pain Present,0.0
1651,Impaired Skin Cleanse #1,0.0
2164,Pain NCP - Problem resolved,0.0
2163,Pain NCP - Plan revised,0.0
2143,PT Splint Location #4,0.0
2141,PT Splint Location #2,0.0
1693,Impaired Skin Length #2,0.0
2115,PCA dose,0.0
2113,PCA cleared,0.0
2112,PCA bolus units,0.0
1680,Impaired Skin Drainage #9,0.0
1681,Impaired Skin Drainage Amount #1,0.0
1682,Impaired Skin Drainage Amount #10,0.0
1683,Impaired Skin Drainage Amount #2,0.0
2024,Neuro Symptoms,0.0
